"geo","time","agriculture_percent_of_gdp","co2_emissions_tonnes_per_person","crude_birth_rate_births_per_1000_population","crude_death_rate_deaths_per_1000_population","exports_percent_of_gdp","gdppercapita_us_inflation_adjusted","imports_percent_of_gdp","life_expectancy_years","population_density_per_square_km","population_total"
"tgo",1972,30.73285,0.17784,48.27,17.975,39.28013,586.86329,38.48026,52.8,41.32344,2247582
"tgo",1973,32.00884,0.17512,48.25,17.543,33.11778,594.63114,32.99328,53.18,42.34869,2303345
"tgo",1974,24.61082,0.16027,48.2,17.12,66.00913,609.27605,28.88681,53.67,43.32822,2356622
"tgo",1975,26.6062,0.12931,48.11,16.704,43.40772,610.20883,53.69499,54,44.31782,2410446
"tgo",1976,32.2973,0.13094,47.98,16.293,47.30472,584.59177,46.52715,54.31,45.31081,2464455
"tgo",1977,35.44503,0.18345,47.81,15.888,41.46905,611.84009,52.46283,54.67,46.30568,2518566
"tgo",1978,24.08602,0.13806,47.59,15.49,63.97849,664.15134,76.88172,55.09,47.37027,2576469
"tgo",1979,25.35583,0.52309,47.34,15.101,50.0019,614.01108,76.23511,55.51,48.59066,2642846
"tgo",1980,27.48855,0.26416,47.05,14.722,51.06206,683.3489,56.35152,55.9,50.02462,2720839
"tgo",1981,28.18356,0.22299,46.72,14.356,46.23327,639.26698,52.96367,56.2,51.7014,2812039
"tgo",1982,26.96297,0.25159,46.36,14.006,50.14815,594.58168,58.66667,56.4,53.59562,2915066
"tgo",1983,34.47567,0.18055,45.98,13.676,45.47635,541.73096,46.74435,56.5,55.6396,3026238
"tgo",1984,33.4608,0.19385,45.58,13.368,51.24283,551.06827,53.34608,56.43,57.73556,3140237
"tgo",1985,33.66423,0.16909,45.15,13.084,48.40876,561.52055,57.10949,56.65,59.80868,3252994
"tgo",1986,34.75776,0.21038,44.69,12.822,43.98476,551.60267,55.68862,56.86,61.84997,3364020
"tgo",1987,33.48428,0.22061,44.2,12.582,41.36921,536.85264,50.74587,56.65,63.87351,3474080
"tgo",1988,33.57476,0.22113,43.67,12.368,43.65853,555.27464,52.59477,57.14,65.85637,3581928
"tgo",1989,32.22346,0.2268,43.13,12.184,39.66847,561.44773,48.84127,57.15,67.77667,3686373
"tgo",1990,33.75411,0.20432,42.59,12.045,33.47389,545.2061,45.33526,57.39,69.62567,3786940
"tgo",1991,32.82417,0.21725,42.06,11.967,33.44278,528.09575,41.53357,57.42,71.3784,3882271
"tgo",1992,35.26325,0.21042,41.55,11.954,26.93454,495.45339,36.15164,57.51,73.05253,3973327
"tgo",1993,44.14365,0.2129,41.09,12.004,24.38386,411.18144,32.09458,57.36,74.73664,4064926
"tgo",1994,34.92288,0.19992,40.68,12.105,30.54856,461.57703,34.25449,57.16,76.55161,4163642
"tgo",1995,37.76285,0.22307,40.34,12.24,32.43691,484.9355,37.40955,57.16,78.58106,4274024
"tgo",1996,40.8371,0.24095,40.08,12.39,33.28204,512.87984,44.14039,56.94,80.86483,4398238
"tgo",1997,42.19239,0.21753,39.91,12.53,28.97501,568.98419,44.80554,56.46,83.37104,4534551
"tgo",1998,34.96374,0.24922,39.8,12.638,29.68634,538.73404,43.30148,56.21,86.02727,4679023
"tgo",1999,36.93322,0.31839,39.74,12.697,28.87469,535.32245,39.01484,56.43,88.7241,4825704
"tgo",2000,35.14112,0.27371,39.72,12.697,34.38355,515.66977,47.60582,56.32,91.38384,4970367
"tgo",2001,37.71936,0.2274,39.71,12.634,33.80128,493.2483,48.48418,56.17,93.98364,5111770
"tgo",2002,38.19171,0.23462,39.69,12.516,36.51717,475.6992,49.0758,56.23,96.55216,5251472
"tgo",2003,35.7957,0.27138,39.63,12.352,43.36846,486.30919,59.11633,56.01,99.12486,5391401
"tgo",2004,36.23331,0.25244,39.53,12.146,38.56472,483.76547,57.86935,56.39,101.75764,5534598
"tgo",2005,39.40856,0.23551,39.36,11.896,40.0443,476.67155,58.655,56.41,104.49105,5683268
"tgo",2006,35.88371,0.20917,39.12,11.602,38.20071,482.85964,56.11666,56.99,107.33208,5837792
"tgo",2007,35.82353,0.23479,38.81,11.269,37.91929,480.77591,54.49131,57.14,110.26632,5997385
"tgo",2008,40.7081,0.27316,38.45,10.909,35.49357,478.36178,51.93617,57.39,113.28913,6161796
"tgo",2009,32.91183,0.43966,38.04,10.535,36.74113,481.96028,52.34761,58.04,116.39037,6330472
"tgo",2010,31.03245,0.40601,37.59,10.165,40.16387,487.92389,57.309,58.74,119.56154,6502952
"tgo",2011,30.76089,0.36894,37.1,9.818,39.43468,498.2429,56.33009,59.63,122.80349,6679282
"tgo",2012,42.59993,0.36245,36.59,9.504,46.67172,508.54004,60.50567,60.35,126.1166,6859482
"tgo",2013,39.71648,0.37748,36.08,9.232,52.70867,514.94497,72.32477,60.92,129.48976,7042948
"tgo",2014,41.96838,0.3627,35.57,9.007,44.49845,531.1561,62.91994,61.47,132.9089,7228915
"tha",1960,36.44438,0.13559,42.74,13.18,16.14464,570.85704,17.41522,57.62,53.62637,27397175
"tha",1961,35.83823,0.14694,42.62,12.852,17.33548,583.84296,17.1101,58.2,55.24517,28224204
"tha",1962,34.0027,0.17313,42.47,12.533,15.68676,609.44638,17.64942,58.73,56.9223,29081034
"tha",1963,33.06552,0.18588,42.28,12.225,15.13426,638.74066,18.37508,59.24,58.65654,29967041
"tha",1964,30.6342,0.24224,42.04,11.928,17.35483,662.17027,18.77521,59.7,60.44615,30881332
"tha",1965,31.92325,0.23415,41.71,11.637,16.8551,695.15398,18.06114,60.13,62.28894,31822796
"tha",1966,33.40021,0.2891,41.24,11.345,17.61438,749.70772,17.94587,60.55,64.18034,32789096
"tha",1967,29.24378,0.3602,40.62,11.045,18.16166,790.45063,20.21146,60.96,66.11698,33778504
"tha",1968,28.68293,0.49148,39.85,10.732,16.93877,829.78215,20.6815,61.4,68.0987,34790945
"tha",1969,28.68472,0.40645,38.91,10.406,16.0617,858.5753,20.0606,61.87,70.12626,35826804
"tha",1970,25.91588,0.41686,37.85,10.071,15.02035,929.08163,19.38195,62.37,72.19737,36884913
"tha",1971,23.92438,0.507,36.68,9.729,15.98892,946.83963,18.81291,62.84,74.31135,37964925
"tha",1972,25.33804,0.55903,35.45,9.389,18.1893,959.62018,19.18401,63.29,76.45872,39061994
"tha",1973,27.69023,0.60887,34.21,9.058,18.60288,1028.80136,20.04638,63.82,78.61764,40164966
"tha",1974,27.00573,0.58765,32.99,8.74,21.58918,1046.2383,23.95559,64.38,80.76012,41259536
"tha",1975,26.87108,0.57653,31.8,8.443,18.36301,1070.34241,22.97494,64.98,82.86511,42334954
"tha",1976,26.69553,0.6633,30.66,8.171,20.23521,1141.80115,22.70505,65.45,84.92404,43386841
"tha",1977,24.7831,0.72405,29.56,7.923,19.95836,1225.13284,25.37769,65.75,86.9385,44416010
"tha",1978,24.49816,0.77201,28.48,7.698,19.8857,1321.30022,24.11327,66.07,88.9104,45423436
"tha",1979,23.99356,0.79151,27.45,7.49,22.57112,1362.6132,29.29683,66.22,90.84599,46412307
"tha",1980,23.23988,0.847,26.45,7.289,24.11145,1403.68093,30.36762,66.37,92.75054,47385323
"tha",1981,21.3571,0.78715,25.5,7.079,23.84738,1457.31071,30.12128,66.6,94.61431,48337503
"tha",1982,18.54845,0.76946,24.59,6.855,22.91791,1506.32796,24.63042,66.84,96.43477,49267560
"tha",1983,20.06017,0.84591,23.73,6.615,20.11121,1561.33189,27.27329,67.32,98.23289,50186199
"tha",1984,17.57386,0.89953,22.91,6.367,21.90138,1621.36319,26.16788,68.02,100.03735,51108082
"tha",1985,15.80937,0.93526,22.14,6.128,23.21363,1666.28055,25.9416,68.81,101.86433,52041469
"tha",1986,15.66415,0.93785,21.43,5.923,25.6018,1726.80161,23.56906,69.37,103.73362,52996467
"tha",1987,15.73344,1.05523,20.79,5.77,28.89401,1857.25364,28.33397,69.77,105.62823,53964406
"tha",1988,16.17806,1.22019,20.21,5.682,33.01197,2067.72635,34.4015,70.1,107.48367,54912334
"tha",1989,15.07529,1.41396,19.68,5.663,34.92153,2283.08965,37.48541,70.38,109.21158,55795106
"tha",1990,12.49963,1.60483,19.19,5.707,34.13193,2502.71272,41.65044,70.64,110.75343,56582821
"tha",1991,12.64983,1.74267,18.72,5.804,35.96431,2684.84523,42.50683,70.75,112.07579,57258401
"tha",1992,12.29734,1.89805,18.26,5.932,36.97248,2872.79787,40.98217,70.72,113.21004,57837878
"tha",1993,8.02785,2.14083,17.8,6.072,36.81714,3081.75304,40.92866,70.78,114.2416,58364891
"tha",1994,8.62904,2.36256,17.33,6.212,38.24211,3297.86779,43.00684,70.81,115.29227,58901666
"tha",1995,9.08275,2.70884,16.84,6.344,41.53239,3530.29398,48.22389,70.91,116.44736,59491790
"tha",1996,9.06507,2.99669,16.34,6.466,39.01841,3688.9342,45.25572,71.06,117.7386,60151472
"tha",1997,9.06683,3.05465,15.84,6.58,48.23717,3545.38806,46.81484,71.18,119.13231,60863506
"tha",1998,10.26245,2.6681,15.35,6.689,57.93723,3235.73224,42.30312,71.34,120.56858,61597283
"tha",1999,8.89582,2.82676,14.88,6.789,56.4386,3345.15602,44.26779,71.58,121.95708,62306651
"tha",2000,8.5029,2.87923,14.44,6.877,64.84021,3458.05393,56.45767,71.97,123.23205,62958021
"tha",2001,8.5825,3.06248,14.03,6.949,63.25055,3544.20834,57.01715,72.4,124.3777,63543322
"tha",2002,8.69603,3.25132,13.65,7.006,60.64575,3731.02711,54.32399,72.83,125.41479,64073164
"tha",2003,9.44457,3.47881,13.32,7.049,61.52256,3969.41557,55.17028,73.29,126.35783,64554952
"tha",2004,9.29417,3.74123,13.03,7.082,65.97196,4190.03228,61.44011,73.39,127.23332,65002231
"tha",2005,9.19807,3.78243,12.76,7.107,68.40273,4337.26336,69.45117,74.16,128.06175,65425470
"tha",2006,9.40612,3.8291,12.53,7.13,68.67525,4525.15928,65.41152,74.64,128.84215,65824164
"tha",2007,9.35061,3.81366,12.32,7.155,68.87223,4744.33323,61.00091,75.1,129.56921,66195615
"tha",2008,10.07544,3.79353,12.12,7.187,71.4164,4800.81054,69.02057,75.6,130.25458,66545760
"tha",2009,9.79023,4.00113,11.93,7.229,64.43869,4743.69047,54.83087,76.09,130.91246,66881867
"tha",2010,10.52517,4.19478,11.72,7.284,66.48614,5075.30218,60.76432,76.57,131.5524,67208808
"tha",2011,11.59465,4.12139,11.51,7.354,70.85498,5093.5805,68.82057,76.89,132.18135,67530130
"tha",2012,11.50703,4.37177,11.28,7.437,69.77553,5437.22793,68.72379,77.17,132.79567,67843979
"tha",2013,11.32487,4.40381,11.04,7.531,68.11771,5558.84109,65.28894,77.32,133.38109,68143065
"tha",2014,10.09163,4.62186,10.79,7.636,69.28926,5591.10558,62.51133,77.49,133.91684,68416772
"tjk",1988,31.68605,1.80977,41.7,9.751,35.17442,1452.33399,46.22093,64.48,35.73242,5001110
"tjk",1989,32.02899,1.7207,41.16,9.731,35.94203,1318.72397,48.84058,64.75,36.79482,5149803
"tjk",1990,33.33333,1.57242,40.41,9.703,27.84636,1277.5869,35.1166,64.93,37.7517,5283728
"tjk",1991,36.09467,1.48277,39.48,9.64,33.21006,1161.16902,32.24852,65.05,38.58755,5400714
"tjk",1992,29.52087,1.3294,38.45,9.521,9.67543,809.10958,12.55023,62.39,39.31821,5502976
"tjk",1993,20.97983,0.92558,37.36,9.336,28.55486,665.3956,41.64144,64.11,39.96938,5594114
"tjk",1994,19.07259,0.41513,36.28,9.085,43.03635,515.76337,54.61827,63.93,40.58182,5679832
"tjk",1995,36.693,0.42492,35.23,8.775,65.58544,445.15625,71.93538,63.86,41.18828,5764712
"tjk",1996,36.0277,0.48333,34.2,8.421,76.58832,365.43773,80.04651,63,41.79437,5849540
"tjk",1997,32.00242,0.36273,33.21,8.049,87.23828,366.34296,93.89666,64.35,42.39984,5934282
"tjk",1998,25.1035,0.41471,32.26,7.685,48.91504,380.15958,58.00947,64.4,43.02437,6021691
"tjk",1999,25.38952,0.41198,31.37,7.342,66.07338,388.21722,67.50543,64.89,43.69024,6114886
"tjk",2000,25.12368,0.35984,30.58,7.033,98.7622,413.58644,100.91283,65.21,44.41415,6216205
"tjk",2001,23.8083,0.36223,29.94,6.763,67.99196,447.78218,78.36214,65.51,45.20667,6327125
"tjk",2002,22.23519,0.29176,29.45,6.528,65.46116,486.86546,76.09221,65.89,46.06808,6447688
"tjk",2003,24.21077,0.31558,29.12,6.322,63.37686,529.80521,73.48961,66.34,46.99112,6576877
"tjk",2004,19.22428,0.38184,28.95,6.145,58.31411,572.53904,69.90898,66.83,47.96257,6712841
"tjk",2005,21.19176,0.35631,28.94,5.996,26.99433,598.30223,52.8013,67.35,48.97239,6854176
"tjk",2006,21.44988,0.37977,29.1,5.868,23.19123,626.79722,57.15674,68.02,50.01827,7000557
"tjk",2007,19.43321,0.4522,29.38,5.758,20.61299,661.34419,68.68651,68.51,51.10307,7152385
"tjk",2008,19.86729,0.39731,29.73,5.659,16.75817,698.23022,71.7502,68.79,52.22726,7309728
"tjk",2009,18.552,0.32829,30.12,5.568,15.17025,708.94535,54.50072,69.29,53.39253,7472819
"tjk",2010,19.58668,0.33303,30.46,5.485,14.93735,738.34752,58.55551,69.61,54.59867,7641630
"tjk",2011,23.83551,0.30074,30.71,5.408,16.44713,775.2993,63.33697,69.91,55.84416,7815949
"tjk",2012,23.32682,0.36693,30.83,5.341,17.18664,814.77507,65.55324,70.51,57.12391,7995062
"tjk",2013,20.43033,0.42554,30.79,5.284,11.28736,855.51354,61.75012,71.06,58.42962,8177809
"tjk",2014,23.44601,0.62047,30.59,5.235,9.05404,892.64005,44.85784,71.37,59.75096,8362745
"tun",1965,20.79569,0.54214,44.49,19.854,19.0467,1113.19282,14.39554,51.27,29.25682,4545339
"tun",1966,17.8591,0.6222,44.02,19.027,21.043,1128.57679,13.48582,52.4,29.85501,4638275
"tun",1967,16.29825,0.65172,43.44,18.163,21.21053,1106.69902,14.52632,53.61,30.49451,4737627
"tun",1968,17.5788,0.74292,42.77,17.276,20.93461,1195.52309,10.8515,54.89,31.1674,4842167
"tun",1969,15.91849,0.77931,42.02,16.383,22.13526,1224.96614,12.66982,56.21,31.86247,4950153
"tun",1970,17.03282,0.73986,41.22,15.501,21.99576,1254.2347,24.74854,57.55,32.57207,5060397
"tun",1971,19.38266,0.81454,40.43,14.649,24.1035,1356.58082,24.43259,58.42,33.29487,5172691
"tun",1972,21.45199,0.89602,39.68,13.837,25.34895,1562.58033,24.74005,59.46,34.03413,5287543
"tun",1973,19.7429,0.89345,38.98,13.072,26.0575,1518.51686,26.41362,60.28,34.79245,5405355
"tun",1974,18.72981,0.97667,38.34,12.361,35.36633,1605.08224,32.207,61.26,35.57392,5526764
"tun",1975,18.47938,0.98155,37.77,11.701,31.04399,1681.6917,32.91604,62.15,36.38308,5652476
"tun",1976,17.75479,1.0116,37.24,11.081,29.08432,1773.57929,34.01449,62.95,37.21547,5781796
"tun",1977,15.81733,1.14257,36.71,10.489,29.58164,1792.77309,38.01268,63.6,38.0729,5915006
"tun",1978,15.08917,1.23729,36.16,9.918,30.9634,1864.14439,38.73747,64.21,38.97342,6054911
"tun",1979,13.54209,1.41356,35.57,9.37,38.98015,1938.45424,41.96783,64.95,39.94086,6205212
"tun",1980,14.13077,1.49083,34.93,8.857,40.23725,2028.98009,45.6009,65.62,40.98975,6368167
"tun",1981,13.66651,1.50265,34.27,8.398,41.37194,2083.01008,49.83902,66.83,42.12812,6545024
"tun",1982,13.15461,1.41475,33.57,8.003,36.90992,2014.57033,47.43985,67.72,43.34424,6733961
"tun",1983,12.37805,1.63127,32.85,7.677,34.36425,2049.11915,42.71978,68.57,44.60857,6930387
"tun",1984,14.21153,1.62002,32.1,7.416,32.9627,2106.86267,44.32818,69.26,45.88016,7127941
"tun",1985,15.81437,1.6307,31.29,7.204,32.10322,2166.91358,38.13317,69.85,47.12845,7321876
"tun",1986,13.01184,1.6065,30.4,7.022,30.18267,2082.13092,37.30239,70.22,48.33777,7509756
"tun",1987,16.46734,1.52739,29.41,6.849,34.82633,2168.95351,35.81571,70.6,49.51245,7692254
"tun",1988,11.83059,1.58346,28.32,6.67,42.01787,2121.10365,41.65762,71.01,50.66593,7871459
"tun",1989,12.91567,1.64381,27.16,6.479,44.34561,2110.04297,47.6616,71.37,51.82114,8050932
"tun",1990,15.72067,1.61151,25.95,6.279,43.55705,2227.47056,50.60421,71.74,52.99174,8232797
"tun",1991,16.7207,1.8401,24.73,6.079,40.36562,2263.60845,45.3204,72.09,54.1818,8417684
"tun",1992,16.12237,1.74629,23.54,5.896,39.53509,2387.671,46.465,72.24,55.37606,8603225
"tun",1993,14.70913,1.8784,22.42,5.743,40.44534,2389.50095,47.96563,72.31,56.54537,8784888
"tun",1994,12.55802,1.77974,21.4,5.625,44.93227,2418.1837,47.87211,72.63,57.65059,8956596
"tun",1995,11.36654,1.72648,20.48,5.542,44.90435,2432.31251,48.8101,72.97,58.66359,9113975
"tun",1996,13.7132,1.81051,19.67,5.495,42.10938,2566.12859,43.61098,73.5,59.57799,9256037
"tun",1997,11.2346,1.80573,18.96,5.477,39.11408,2668.81055,41.38663,74,60.40263,9384152
"tun",1998,10.60075,1.89499,18.32,5.481,38.51979,2762.55429,41.45967,74.4,61.14441,9499395
"tun",1999,10.60634,1.90877,17.78,5.502,37.97904,2897.98369,39.92607,74.74,61.81605,9603742
"tun",2000,10.00635,2.05407,17.32,5.538,39.5467,3004.61077,42.90922,75.01,62.43046,9699197
"tun",2001,9.42183,2.12734,16.97,5.586,42.81669,3091.10277,46.73523,75.25,62.98726,9785701
"tun",2002,8.29843,2.11485,16.72,5.644,40.78459,3107.02064,44.55707,75.44,63.49334,9864326
"tun",2003,9.29147,2.13755,16.58,5.71,39.48345,3228.46383,42.90666,75.6,63.97836,9939678
"tun",2004,9.90252,2.22598,16.53,5.781,42.22114,3403.10523,44.72715,75.85,64.47992,10017601
"tun",2005,9.16983,2.24322,16.57,5.854,44.93229,3492.16594,45.31896,76.07,65.02627,10102482
"tun",2006,9.28041,2.25498,16.72,5.931,46.02701,3641.5434,47.91084,76.24,65.62909,10196136
"tun",2007,8.64335,2.34126,16.95,6.01,51.08611,3847.40697,52.98936,76.42,66.28532,10298087
"tun",2008,7.8505,2.38539,17.24,6.091,56.1743,3968.35256,59.22183,76.6,66.98852,10407336
"tun",2009,8.29726,2.35595,17.55,6.169,45.83365,4044.62969,48.53555,76.74,67.7255,10521834
"tun",2010,7.53459,2.59966,17.84,6.239,50.47808,4140.15177,55.27853,76.89,68.48565,10639931
"tun",2011,8.53468,2.41798,18.07,6.295,49.33868,4014.91679,56.55568,76.96,69.26794,10761467
"tun",2012,9.08586,2.48045,18.21,6.335,49.39606,4127.40109,58.60884,77.12,70.07382,10886668
"tun",2013,8.89424,2.5119,18.23,6.357,47.74453,4196.78421,57.06103,77.22,70.897,11014558
"tun",2014,9.05904,2.58706,18.14,6.364,45.58423,4271.32685,56.57012,77.32,71.72958,11143908
"tur",1960,54.91924,0.61227,46.24,20.281,2.0558,3175.04524,3.67107,49.09,35.6955,27472331
"tur",1961,51.52355,0.61688,45.4,19.66,5.12465,3134.77887,6.7867,49.92,36.57198,28146893
"tur",1962,52.80199,0.75024,44.56,19.037,5.60399,3230.70183,7.97011,50.75,37.4632,28832805
"tur",1963,53.32618,0.76764,43.74,18.424,4.18455,3440.25941,6.97425,51.61,38.37083,29531342
"tur",1964,50.49702,0.87079,42.97,17.831,4.47316,3542.54761,5.4672,52.44,39.29711,30244232
"tur",1965,46.23256,0.88428,42.28,17.267,4.55814,3556.86992,5.39535,53.28,40.24397,30972965
"tur",1966,47.12825,0.99463,41.7,16.743,4.09127,3862.84218,5.66483,54.09,41.21133,31717477
"tur",1967,44.46809,1.0322,41.22,16.257,4.11348,3950.92109,4.96454,54.86,42.19945,32477961
"tur",1968,41.5873,1.09195,40.83,15.805,3.68254,4119.96213,5.07937,55.62,43.21094,33256432
"tur",1969,40.86758,1.13955,40.53,15.386,3.59589,4187.5061,4.73744,56.34,44.249,34055361
"tur",1970,39.08397,1.2226,40.27,14.993,4.42748,4221.15828,6.36132,57.05,45.31563,34876267
"tur",1971,37.36082,1.3363,40.01,14.616,5.31959,4350.8108,8.24742,57.78,46.41265,35720568
"tur",1972,34.31339,1.47202,39.71,14.246,6.01868,4563.18033,8.54376,58.48,47.53872,36587225
"tur",1973,33.95604,1.58747,39.35,13.874,7.03297,4600.75085,9.09341,59.03,48.68872,37472298
"tur",1974,36.00242,1.59332,38.9,13.497,5.72812,4744.44819,11.27471,59.6,49.85544,38370241
"tur",1975,35.37077,1.67267,38.38,13.113,4.42135,4967.40408,11.23177,60.18,51.03389,39277211
"tur",1976,32.51944,1.83434,37.79,12.722,4.85909,5362.4973,10.66569,60.89,52.21926,40189511
"tur",1977,31.43993,1.98433,37.17,12.332,3.8152,5421.24946,10.70719,61.99,53.413,41108248
"tur",1978,31.80353,1.83769,36.53,11.948,4.14691,5380.77604,7.2887,62.86,54.62357,42039935
"tur",1979,27.90756,1.75785,35.89,11.572,3.21803,5228.53725,5.88172,63.27,55.8632,42993991
"tur",1980,26.14614,1.72285,35.21,11.204,5.16193,4986.68681,11.92789,64.16,57.13904,43975921
"tur",1981,24.16276,1.77545,34.47,10.845,8.23693,5111.20014,12.9047,65.03,58.45452,44988356
"tur",1982,22.35375,1.89001,33.64,10.495,11.86405,5174.05955,15.01687,65.82,59.80193,46025357
"tur",1983,20.91501,1.92342,32.73,10.154,12.47321,5310.34194,16.55784,66.56,61.1637,47073422
"tur",1984,21.20143,1.99103,31.74,9.825,15.6066,5544.20358,19.6735,67.48,62.51589,48114105
"tur",1985,19.69056,2.17196,30.71,9.512,15.86072,5659.40092,18.96625,68,63.84091,49133883
"tur",1986,19.5126,2.33165,29.66,9.218,13.31244,5936.07721,16.10202,68.63,65.13323,50128489
"tur",1987,17.81847,2.54217,28.63,8.944,15.58084,6375.47509,17.75744,69.91,66.39668,51100878
"tur",1988,17.25896,2.42653,27.67,8.693,18.65397,6404.02378,17.55286,70.41,67.63471,52053704
"tur",1989,16.58598,2.62899,26.8,8.461,16.20292,6308.83887,17.78075,70.11,68.85442,52992429
"tur",1990,17.47623,2.70501,26.03,8.247,13.3651,6774.62597,17.57789,70.16,70.06185,53921699
"tur",1991,15.24708,2.71004,25.38,8.046,13.84113,6709.09836,16.63488,70.18,71.25571,54840531
"tur",1992,14.98367,2.74639,24.83,7.855,14.39224,6932.12472,17.34513,70.46,72.43594,55748875
"tur",1993,15.41602,2.80894,24.35,7.668,13.6738,7343.33115,19.34328,70.57,73.61164,56653729
"tur",1994,15.46283,2.72476,23.94,7.484,21.36213,6889.81699,20.38372,70.72,74.79455,57564132
"tur",1995,15.6932,2.94043,23.57,7.301,19.89161,7315.41315,24.35103,70.92,75.99286,58486381
"tur",1996,16.85456,3.1672,23.22,7.12,21.54266,7731.42516,27.82666,71.43,77.2101,59423208
"tur",1997,14.46115,3.2885,22.86,6.943,24.58172,8186.50639,30.38861,71.94,78.44354,60372499
"tur",1998,12.45929,3.27108,22.48,6.773,20.56834,8244.76341,19.70601,72.62,79.68711,61329590
"tur",1999,10.47831,3.15909,22.08,6.613,18.57786,7842.84764,18.82376,71.97,80.93152,62287326
"tur",2000,10.0815,3.41795,21.65,6.465,19.44877,8237.60871,22.55183,74.11,82.16951,63240121
"tur",2001,8.85383,3.03082,21.2,6.334,26.57792,7631.65013,22.82091,74.8,83.40563,64191474
"tur",2002,10.26877,3.15745,20.75,6.22,24.46069,8003.73838,22.99984,75.39,84.64204,65143054
"tur",2003,9.88214,3.30667,20.31,6.125,22.24313,8332.0275,23.35834,75.46,85.86698,66085803
"tur",2004,9.42165,3.36411,19.9,6.048,22.75048,9009.88607,25.3692,76.27,87.06502,67007855
"tur",2005,9.25476,3.496,19.52,5.989,21.01778,9692.12957,24.41936,76.65,88.22864,67903406
"tur",2006,8.16185,3.80456,19.16,5.945,21.65042,10251.37718,26.50069,77.23,89.34606,68763405
"tur",2007,7.51846,4.09008,18.84,5.911,21.22022,10638.06334,26.06936,78.12,90.42953,69597281
"tur",2008,7.48418,4.03151,18.53,5.886,22.82626,10599.63117,27.08007,78.76,91.52454,70440032
"tur",2009,8.13,3.8947,18.23,5.866,22.57367,9973.6633,23.3588,78.15,92.69283,71339185
"tur",2010,9.02607,4.12021,17.95,5.849,20.44881,10672.40016,25.45041,78.21,93.97621,72326914
"tur",2011,8.23521,4.37056,17.66,5.835,22.26241,11683.60448,30.40053,78.23,95.38279,73409455
"tur",2012,7.75276,4.41949,17.38,5.824,23.66737,12052.72008,28.57794,78.58,96.89054,74569867
"tur",2013,6.72532,4.2853,17.09,5.817,22.27226,12866.09535,28.07807,78.44,98.47243,75787333
"tur",2014,6.58973,4.49148,16.79,5.814,23.76433,13312.4552,27.64977,78.76,100.08787,77030628
"tza",1990,42.04694,0.08901,44.06,14.993,12.62115,494.2025,37.45463,54.86,28.74193,25459604
"tza",1991,43.85518,0.09113,43.73,15.051,10.26206,488.07672,33.63915,54.6,29.70762,26315013
"tza",1992,44.70486,0.08541,43.39,15.099,12.44184,474.6446,39.35358,54.05,30.72885,27219619
"tza",1993,44.82485,0.09223,43.06,15.12,17.98311,464.53305,47.70761,53.73,31.77842,28149328
"tza",1994,41.58496,0.08275,42.75,15.098,20.61398,456.89312,43.62497,53.18,32.81849,29070615
"tza",1995,43.65036,0.1186,42.48,15.014,24.07472,459.17497,41.5077,52.9,33.82341,29960776
"tza",1996,44.0136,0.11235,42.26,14.853,19.93716,466.81301,31.94351,52.66,34.78421,30811854
"tza",1997,42.6019,0.09111,42.09,14.613,16.21811,470.72237,25.68952,52.5,35.71376,31635251
"tza",1998,31.47844,0.07876,41.98,14.297,12.39773,475.92871,25.0199,52.48,36.63549,32451713
"tza",1999,32.10248,0.07622,41.92,13.911,12.52966,486.41093,22.85433,52.54,37.58359,33291540
"tza",2000,31.30949,0.07757,41.92,13.46,13.36491,497.20418,20.12594,52.86,38.58438,34178042
"tza",2001,30.6568,0.08907,41.96,12.955,17.00656,512.96827,21.28369,53.36,39.64441,35117019
"tza",2002,30.26827,0.09943,42.04,12.417,17.58075,534.69665,19.84033,53.83,40.76068,36105808
"tza",2003,30.29091,0.10246,42.13,11.865,18.5626,555.49604,22.81102,54.31,41.93844,37149072
"tza",2004,30.94471,0.11408,42.2,11.316,19.65128,581.77241,26.06581,54.8,43.18129,38249984
"tza",2005,28.61503,0.13966,42.22,10.787,16.91431,610.82233,22.16805,55.3,44.49147,39410545
"tza",2006,29.03898,0.14836,42.17,10.29,17.10083,620.05971,25.00539,56.01,45.87373,40634948
"tza",2007,26.8257,0.14065,42.02,9.825,18.91912,651.90366,31.68441,56.98,47.32865,41923715
"tza",2008,28.78908,0.14195,41.78,9.394,18.64867,666.81324,30.78911,57.98,48.84866,43270144
"tza",2009,30.23768,0.13251,41.45,8.998,17.37385,680.80613,26.278,58.58,50.42248,44664231
"tza",2010,29.90719,0.15416,41.03,8.633,18.74641,701.60455,29.12998,59.3,52.04176,46098591
"tza",2011,29.35458,0.17013,40.55,8.29,20.75642,733.6708,36.03874,59.94,53.70389,47570902
"tza",2012,31.08293,0.19447,40.03,7.959,21.28531,747.66445,33.11177,60.68,55.41092,49082997
"tza",2013,31.18845,0.22073,39.52,7.635,17.65123,777.40364,31.06943,61.75,57.16482,50636595
"tza",2014,28.81295,0.22135,39.02,7.318,19.41418,806.1501,29.78834,62.63,58.96915,52234869
"uga",1982,50.2411,0.04101,49.21,16.698,8.38117,303.28192,17.52009,49.89,66.68001,13323332
"uga",1983,53.05758,0.04485,49.29,16.831,8.65943,311.08578,13.6438,50.13,68.74166,13735271
